Index Name,S&P/BMV Total Mexico Index (MXN) TR
22-Dec-22,167.4398423
21-Dec-22,168.4850424
20-Dec-22,167.6069876
19-Dec-22,166.9627701
16-Dec-22,165.856702
15-Dec-22,165.1160601
14-Dec-22,167.3772141
13-Dec-22,168.3275959
9-Dec-22,168.6029415
8-Dec-22,170.6486507
7-Dec-22,169.4140141
6-Dec-22,170.0978201
5-Dec-22,168.7339425
2-Dec-22,170.26331
1-Dec-22,170.9782445
30-Nov-22,171.5151692
29-Nov-22,166.8275847
28-Nov-22,169.5945033
25-Nov-22,171.4154896
24-Nov-22,172.285519
23-Nov-22,172.3018675
22-Nov-22,171.3851176
18-Nov-22,170.7696586
17-Nov-22,170.0897925
16-Nov-22,170.4690082
15-Nov-22,170.8995982
14-Nov-22,171.087475
11-Nov-22,171.8053922
10-Nov-22,168.6741509
9-Nov-22,166.8678613
8-Nov-22,168.0513239
7-Nov-22,167.7060164
4-Nov-22,168.7744179
3-Nov-22,165.7430454
1-Nov-22,167.4835092
31-Oct-22,164.5646637
28-Oct-22,161.9046129
27-Oct-22,161.2917609
26-Oct-22,162.4876565
25-Oct-22,160.1473317
24-Oct-22,157.4512078
21-Oct-22,155.5646358
20-Oct-22,152.9744136
19-Oct-22,152.6305637
18-Oct-22,152.9398264
17-Oct-22,152.5542929
14-Oct-22,150.0043472
13-Oct-22,151.0878324
12-Oct-22,150.7749113
11-Oct-22,150.9798217
10-Oct-22,149.9437387
7-Oct-22,150.906549
6-Oct-22,152.728942
5-Oct-22,151.0740049
4-Oct-22,151.8074487
3-Oct-22,149.8881181
30-Sep-22,147.4389165
29-Sep-22,148.8664614
28-Sep-22,149.8771682
27-Sep-22,148.4974332
26-Sep-22,147.9755305
23-Sep-22,150.0596848
22-Sep-22,153.1066173
21-Sep-22,155.1420925
20-Sep-22,155.1954573
19-Sep-22,154.2365369
15-Sep-22,154.2455656
14-Sep-22,154.1105691
13-Sep-22,155.0285352
12-Sep-22,157.4909558
9-Sep-22,154.8534212
8-Sep-22,152.4686961
7-Sep-22,151.7005311
6-Sep-22,151.1912339
5-Sep-22,151.7273229
2-Sep-22,151.1982253
1-Sep-22,149.5715301
31-Aug-22,148.3053063
30-Aug-22,151.2294528
29-Aug-22,152.4644261
26-Aug-22,155.5063758
25-Aug-22,156.9503052
24-Aug-22,155.4086004
23-Aug-22,157.0099145
22-Aug-22,157.2794223
19-Aug-22,158.6755534
18-Aug-22,159.4766974
17-Aug-22,159.5244837
16-Aug-22,159.79174
15-Aug-22,159.313046
12-Aug-22,159.9862443
11-Aug-22,158.672886
10-Aug-22,156.704438
9-Aug-22,154.9240519
8-Aug-22,155.4213834
5-Aug-22,153.5318969
4-Aug-22,154.1578228
3-Aug-22,154.2941209
2-Aug-22,154.0091204
1-Aug-22,155.4819413
29-Jul-22,157.8467144
28-Jul-22,157.6992858
27-Jul-22,153.8803565
26-Jul-22,153.1938759
25-Jul-22,154.8357416
22-Jul-22,154.9746717
21-Jul-22,155.5081252
20-Jul-22,154.5979523
19-Jul-22,155.0157002
18-Jul-22,154.0079778
15-Jul-22,154.3013636
14-Jul-22,153.335472
13-Jul-22,155.3724983
12-Jul-22,155.9542184
11-Jul-22,155.1806602
8-Jul-22,155.815711
7-Jul-22,155.2593261
6-Jul-22,156.263956
5-Jul-22,155.3853295
4-Jul-22,156.9623599
1-Jul-22,156.0110849
30-Jun-22,155.4094823
29-Jun-22,156.9772327
28-Jun-22,158.2012365
27-Jun-22,157.723207
24-Jun-22,155.9995611
23-Jun-22,152.4095201
22-Jun-22,153.8484445
21-Jun-22,156.613919
20-Jun-22,155.7275309
17-Jun-22,156.362902
16-Jun-22,154.8674993
15-Jun-22,157.4352919
14-Jun-22,156.9574801
13-Jun-22,157.8765565
10-Jun-22,158.2647302
9-Jun-22,160.9548536
8-Jun-22,162.5339152
7-Jun-22,163.372379
6-Jun-22,163.0814023
3-Jun-22,164.9693712
2-Jun-22,165.8789352
1-Jun-22,167.4761791
31-May-22,168.4156843
30-May-22,169.4187765
27-May-22,170.3223881
26-May-22,168.3372842
25-May-22,167.0407606
24-May-22,165.7074163
23-May-22,165.8653761
20-May-22,166.251895
19-May-22,165.7116489
18-May-22,162.8427933
17-May-22,166.1781318
16-May-22,163.2490884
13-May-22,160.5092238
12-May-22,159.5351229
11-May-22,159.37355
10-May-22,158.9983208
9-May-22,158.7485748
6-May-22,160.340184
5-May-22,163.1308978
4-May-22,165.8184024
3-May-22,164.6223524
2-May-22,166.900334
29-Apr-22,165.5559668
28-Apr-22,169.1137999
27-Apr-22,168.1528107
26-Apr-22,168.6496998
25-Apr-22,169.4687282
22-Apr-22,171.0387574
21-Apr-22,171.3640634
20-Apr-22,173.1338205
19-Apr-22,175.4867145
18-Apr-22,173.8745694
13-Apr-22,173.9286491
12-Apr-22,172.872011
11-Apr-22,174.6152094
8-Apr-22,175.4240609
7-Apr-22,177.1708223
6-Apr-22,177.6104101
5-Apr-22,177.9740201
4-Apr-22,180.192782
1-Apr-22,181.0640512
31-Mar-22,180.7615278
30-Mar-22,178.6110605
29-Mar-22,179.5088937
28-Mar-22,178.0637682
25-Mar-22,177.1764594
24-Mar-22,178.3331616
23-Mar-22,176.2445157
22-Mar-22,178.0036335
18-Mar-22,177.1642296
17-Mar-22,173.9330352
16-Mar-22,171.0800742
15-Mar-22,169.6585926
14-Mar-22,168.9564458
11-Mar-22,170.3471914
10-Mar-22,170.6979722
9-Mar-22,172.3073692
8-Mar-22,170.2732464
7-Mar-22,167.2823102
4-Mar-22,170.5202826
3-Mar-22,171.187673
2-Mar-22,170.6650999
1-Mar-22,169.7867607
28-Feb-22,170.5697969
25-Feb-22,167.979482
24-Feb-22,164.4501409
23-Feb-22,164.4759559
22-Feb-22,168.3975911
21-Feb-22,166.7249999
18-Feb-22,167.5424583
17-Feb-22,168.8309855
16-Feb-22,171.7936025
15-Feb-22,170.206618
14-Feb-22,167.5903445
11-Feb-22,170.3074576
10-Feb-22,168.4982524
9-Feb-22,168.8306223
8-Feb-22,167.254353
4-Feb-22,164.3110162
3-Feb-22,163.8972422
2-Feb-22,166.5300221
1-Feb-22,165.7363956
31-Jan-22,164.1924267
28-Jan-22,161.9567987
27-Jan-22,161.4660114
26-Jan-22,163.196602
25-Jan-22,163.3595455
24-Jan-22,162.8382944
21-Jan-22,165.2496639
20-Jan-22,167.9087482
19-Jan-22,168.6967096
18-Jan-22,169.8770484
17-Jan-22,172.156307
14-Jan-22,171.4663876
13-Jan-22,172.0389342
12-Jan-22,172.0323507
11-Jan-22,169.223676
10-Jan-22,168.5185264
7-Jan-22,169.7379696
6-Jan-22,169.3630703
5-Jan-22,169.2933109
4-Jan-22,169.4342343
3-Jan-22,169.2798582
31-Dec-21,170.2632579
30-Dec-21,169.8745438
29-Dec-21,168.5381237
28-Dec-21,170.0192412
27-Dec-21,170.1178487
24-Dec-21,168.8026859
23-Dec-21,167.9602771
22-Dec-21,167.0256948
21-Dec-21,165.9690743
20-Dec-21,164.4169424
17-Dec-21,166.7930618
16-Dec-21,163.8565344
15-Dec-21,163.2294627
14-Dec-21,163.4694897
13-Dec-21,160.8003892
10-Dec-21,163.2573813
9-Dec-21,163.2162811
8-Dec-21,162.7049881
7-Dec-21,162.3388729
6-Dec-21,161.3529902
3-Dec-21,161.3202848
2-Dec-21,162.2772038
1-Dec-21,159.3668498
30-Nov-21,158.442658
29-Nov-21,158.618352
26-Nov-21,157.4492083
25-Nov-21,160.5572521
24-Nov-21,161.1219729
23-Nov-21,161.9499434
22-Nov-21,160.2267335
19-Nov-21,161.0729103
18-Nov-21,161.1593322
17-Nov-21,161.7848198
16-Nov-21,162.2044304
12-Nov-21,163.1961391
11-Nov-21,163.9424795
10-Nov-21,163.9926217
9-Nov-21,165.2927282
8-Nov-21,165.6394736
5-Nov-21,164.784715
4-Nov-21,164.4172609
3-Nov-21,164.2117203
1-Nov-21,163.4183797
29-Oct-21,162.3691882
28-Oct-21,162.0234516
27-Oct-21,163.2572036
26-Oct-21,164.7217057
25-Oct-21,163.7514371
22-Oct-21,163.9431349
21-Oct-21,164.2773662
20-Oct-21,165.2331062
19-Oct-21,165.5100989
18-Oct-21,166.3864385
15-Oct-21,166.7296529
14-Oct-21,164.7620842
13-Oct-21,163.8068213
12-Oct-21,163.8331383
11-Oct-21,163.2985706
8-Oct-21,161.8497911
7-Oct-21,161.0964794
6-Oct-21,161.3080613
5-Oct-21,161.5830209
4-Oct-21,161.0216594
1-Oct-21,161.7151224
30-Sep-21,162.755991
29-Sep-21,161.751089
28-Sep-21,161.2047466
27-Sep-21,163.250739
24-Sep-21,161.783353
23-Sep-21,162.928343
22-Sep-21,162.5067283
21-Sep-21,160.9506352
20-Sep-21,160.0688801
17-Sep-21,162.3856149
15-Sep-21,164.9513361
14-Sep-21,163.7036728
13-Sep-21,162.7757939
10-Sep-21,162.7037237
9-Sep-21,162.3838241
8-Sep-21,162.5718705
7-Sep-21,164.1145429
6-Sep-21,165.2029378
3-Sep-21,163.8508379
2-Sep-21,164.5146438
1-Sep-21,164.8444822
31-Aug-21,168.137126
30-Aug-21,165.9101032
27-Aug-21,165.2840186
26-Aug-21,164.7321606
25-Aug-21,164.683795
24-Aug-21,163.5728264
23-Aug-21,163.795598
20-Aug-21,161.8842231
19-Aug-21,160.9494625
18-Aug-21,163.7797529
17-Aug-21,162.3911617
16-Aug-21,161.9851008
13-Aug-21,162.3325194
12-Aug-21,161.128183
11-Aug-21,161.9556101
10-Aug-21,161.3632544
9-Aug-21,160.6861679
6-Aug-21,161.3009532
5-Aug-21,161.4483981
4-Aug-21,161.5835264
3-Aug-21,162.9392993
2-Aug-21,160.6185763
30-Jul-21,160.7279046
29-Jul-21,163.0617255
28-Jul-21,162.202691
27-Jul-21,160.992565
26-Jul-21,161.0287074
23-Jul-21,159.1454037
22-Jul-21,159.0304829
21-Jul-21,158.3844926
20-Jul-21,156.0930959
19-Jul-21,155.4071115
16-Jul-21,158.91124
15-Jul-21,159.1827668
14-Jul-21,156.48381
13-Jul-21,155.9323695
12-Jul-21,157.4680282
9-Jul-21,157.3619776
8-Jul-21,156.6935231
7-Jul-21,158.1030226
6-Jul-21,157.9912006
5-Jul-21,159.4949409
2-Jul-21,158.5445524
1-Jul-21,158.9315317
30-Jun-21,158.5896629
29-Jun-21,158.6893371
28-Jun-21,158.6259342
25-Jun-21,159.2306731
24-Jun-21,159.3360283
23-Jun-21,158.3214664
22-Jun-21,158.2844988
21-Jun-21,158.9010016
18-Jun-21,158.8980912
17-Jun-21,158.6097904
16-Jun-21,159.5521518
15-Jun-21,160.4731979
14-Jun-21,160.806072
11-Jun-21,161.5522815
10-Jun-21,160.3175325
9-Jun-21,160.1463721
8-Jun-21,160.3668853
7-Jun-21,161.9571382
4-Jun-21,158.8850627
3-Jun-21,159.401979
2-Jun-21,159.8003649
1-Jun-21,159.6552681
31-May-21,160.1304863
28-May-21,157.5607712
27-May-21,156.1776504
26-May-21,154.7228151
25-May-21,153.9529757
24-May-21,155.6248771
21-May-21,156.6135866
20-May-21,157.0842035
19-May-21,155.3171571
18-May-21,156.6201381
17-May-21,155.2770144
14-May-21,154.8366754
13-May-21,153.6057145
12-May-21,153.3589149
11-May-21,156.0527132
10-May-21,156.6489104
7-May-21,154.7439803
6-May-21,153.8838337
5-May-21,152.2504787
4-May-21,152.0614882
3-May-21,152.4708528
30-Apr-21,151.016136
29-Apr-21,153.2103071
28-Apr-21,151.9159613
27-Apr-21,152.8241814
26-Apr-21,153.1507888
23-Apr-21,153.6722781
22-Apr-21,153.4898962
21-Apr-21,152.8467242
20-Apr-21,151.7633542
19-Apr-21,150.4708386
16-Apr-21,152.4895
15-Apr-21,151.9128258
14-Apr-21,151.2434489
13-Apr-21,148.9114252
12-Apr-21,148.3434807
9-Apr-21,149.1856836
8-Apr-21,150.9856992
7-Apr-21,150.0058867
6-Apr-21,150.1815525
5-Apr-21,150.8096384
31-Mar-21,147.8383119
30-Mar-21,149.7798124
29-Mar-21,149.2077556
26-Mar-21,148.0668934
25-Mar-21,146.901893
24-Mar-21,146.0463391
23-Mar-21,146.0210294
22-Mar-21,147.6961853
19-Mar-21,147.2158303
18-Mar-21,148.7538734
17-Mar-21,149.1509719
16-Mar-21,150.6391571
12-Mar-21,149.3145789
11-Mar-21,149.1135279
10-Mar-21,148.7956768
9-Mar-21,147.4742824
8-Mar-21,147.4317655
5-Mar-21,145.1538059
4-Mar-21,144.2288773
3-Mar-21,145.2430222
2-Mar-21,143.2389134
1-Mar-21,140.6888283
26-Feb-21,140.0801465
25-Feb-21,139.1119225
24-Feb-21,141.5417493
23-Feb-21,141.6315541
22-Feb-21,140.6984183
19-Feb-21,140.666939
18-Feb-21,139.5068636
17-Feb-21,141.2012818
16-Feb-21,140.0800529
15-Feb-21,138.4710437
12-Feb-21,138.5706079
11-Feb-21,138.1252698
10-Feb-21,140.0159877
9-Feb-21,140.9456133
8-Feb-21,138.5772209
5-Feb-21,138.4313198
4-Feb-21,138.3057712
3-Feb-21,137.6495703
2-Feb-21,137.2844566
29-Jan-21,134.6216944
28-Jan-21,138.381664
27-Jan-21,138.2750834
26-Jan-21,140.6875624
25-Jan-21,140.8780909
22-Jan-21,139.5630277
21-Jan-21,139.9082364
20-Jan-21,140.8800295
19-Jan-21,141.9687062
18-Jan-21,144.792957
15-Jan-21,143.170448
14-Jan-21,143.5722244
13-Jan-21,142.6582412
12-Jan-21,143.4464484
11-Jan-21,145.0075465
8-Jan-21,146.1203407
7-Jan-21,144.4894641
6-Jan-21,142.6874413
5-Jan-21,140.5123554
4-Jan-21,140.1326162
31-Dec-20,138.1441358
30-Dec-20,139.8831229
29-Dec-20,139.7658676
28-Dec-20,137.2827089
24-Dec-20,135.761304
23-Dec-20,136.3406061
22-Dec-20,133.323043
21-Dec-20,135.1861349
18-Dec-20,137.1637796
17-Dec-20,138.5919372
16-Dec-20,136.9381465
15-Dec-20,136.1678543
14-Dec-20,136.3328851
11-Dec-20,136.337785
10-Dec-20,136.0002418
9-Dec-20,133.4563042
8-Dec-20,134.5907617
7-Dec-20,134.9306981
4-Dec-20,136.0319073
3-Dec-20,136.7920839
2-Dec-20,135.9465551
1-Dec-20,133.7680071
30-Nov-20,130.451806
27-Nov-20,130.0745877
26-Nov-20,132.1234239
25-Nov-20,131.576675
24-Nov-20,132.8514346
23-Nov-20,131.2318738
20-Nov-20,130.077962
19-Nov-20,130.0057352
18-Nov-20,131.1108879
17-Nov-20,130.1029655
13-Nov-20,126.5662326
12-Nov-20,125.1137778
11-Nov-20,126.6892119
10-Nov-20,125.2853284
9-Nov-20,123.1247221
6-Nov-20,119.7126888
5-Nov-20,119.2523586
4-Nov-20,116.269012
3-Nov-20,116.1940571
30-Oct-20,114.6632251
29-Oct-20,114.1623959
28-Oct-20,115.770574
27-Oct-20,117.6929969
26-Oct-20,118.5709335
